StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4,Q4_10_TEXT,Q5,Q6,Q6_4_TEXT,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_6_TEXT,Q8,ci,e
2019-08-13T00:00:00Z,2019-08-13T00:50:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-3 times a month,1,NA,NA,NA,NA,I don't have the time to cook,NA,American,NA,Neither satisfied nor dissatisfied,Web browser on desktop or laptop,NA,NA,NA,Delivery price,NA,Courier service,NA,NA,NA,1,JanellBraun@gmail.com
2019-08-24T00:00:00Z,2019-08-24T05:32:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a week,2,NA,NA,NA,NA,I don't have the time to cook,NA,Pizza,NA,Extremely dissatisfied,NA,NA,Delivery time,NA,NA,NA,NA,NA,NA,NA,24,Dr.YaretziBoganPhD@yahoo.com
2019-08-16T00:00:00Z,2019-08-16T07:10:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a week,2,NA,NA,NA,I don't have any groceries,I don't have the time to cook,NA,Pizza,NA,Neither satisfied nor dissatisfied,Mobile app on smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,BlainDickinsonII@outlook.com
2019-08-16T00:00:00Z,2019-08-16T03:39:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-6 times a week,3,NA,I don't want to cook,NA,I don't have any groceries,NA,NA,Pizza,NA,Extremely dissatisfied,NA,NA,NA,NA,Delivery price,NA,NA,NA,NA,NA,1,MadlynGreenfelderMD@outlook.com
2019-08-18T00:00:00Z,2019-08-18T00:44:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a month or less,0,I'm ordering for a group,NA,NA,NA,I don't have the time to cook,NA,Pizza,NA,Neither satisfied nor dissatisfied,Mobile app on smartphone,NA,NA,Food temperature,NA,NA,Courier service,NA,NA,NA,1,BarneyQuigley@hotmail.com
2019-08-16T00:00:00Z,2019-08-16T05:02:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a month or less,0,NA,I don't want to cook,NA,NA,NA,NA,Thai,NA,Somewhat dissatisfied,Web browser on desktop or laptop,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TarshaWalsh@outlook.com
2019-08-22T00:00:00Z,2019-08-22T06:39:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a month or less,0,NA,I don't want to cook,NA,I don't have any groceries,I don't have the time to cook,NA,Pizza,NA,Extremely dissatisfied,Mobile app on smartphone,NA,Delivery time,NA,Delivery price,NA,NA,NA,NA,NA,1,IsobelLedner@me.com
2019-08-13T00:00:00Z,2019-08-13T04:47:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a week,2,I'm ordering for a group,NA,NA,I don't have any groceries,NA,NA,Pizza,NA,Somewhat satisfied,Mobile app on smartphone,NA,Delivery time,NA,Delivery price,NA,NA,NA,NA,NA,5,HalseyMcClure@me.com
2019-08-20T00:00:00Z,2019-08-20T02:03:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a week,2,NA,I don't want to cook,NA,NA,I don't have the time to cook,NA,Thai,NA,Neither satisfied nor dissatisfied,Mobile app on smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,XzavierStiedemann@gmail.com
2019-08-18T00:00:00Z,2019-08-18T04:29:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a week,2,NA,NA,I want a specific meal or item,NA,I don't have the time to cook,Other:,Pizza,NA,Somewhat satisfied,Mobile app on smartphone,NA,Delivery time,NA,Delivery price,NA,NA,NA,NA,NA,12,Mrs.AshtynBosco@hotmail.com
2019-08-16T00:00:00Z,2019-08-16T05:06:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-3 times a month,1,I'm ordering for a group,NA,NA,NA,I don't have the time to cook,NA,Pizza,NA,Extremely dissatisfied,Mobile app on smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NorbertoBruen@gmail.com
2019-08-23T00:00:00Z,2019-08-23T04:02:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a week,2,NA,NA,NA,NA,I don't have the time to cook,NA,Mexican,NA,Extremely satisfied,Web browser on desktop or laptop,NA,Delivery time,NA,Delivery price,NA,Courier service,NA,NA,NA,1,Dr.ElisabethLang@me.com
2019-08-20T00:00:00Z,2019-08-20T03:32:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-3 times a month,1,NA,NA,NA,NA,I don't have the time to cook,NA,Pizza,NA,Somewhat satisfied,Other:,NA,NA,NA,Delivery price,Food packaging,NA,NA,NA,NA,6,Mrs.LaylaTorp@gmail.com
2019-08-21T00:00:00Z,2019-08-21T04:15:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-6 times a week,3,NA,NA,NA,I don't have any groceries,NA,NA,Italian,NA,Somewhat dissatisfied,Web browser on desktop or laptop,NA,Delivery time,NA,NA,NA,NA,NA,NA,NA,1,KittieSchiller-Dach@me.com
2019-08-24T00:00:00Z,2019-08-24T03:57:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a month or less,0,NA,NA,I want a specific meal or item,NA,NA,NA,Pizza,NA,Somewhat satisfied,Mobile app on smartphone,NA,NA,NA,Delivery price,NA,NA,NA,NA,NA,1,HeribertoCasper@yahoo.com
2019-08-20T00:00:00Z,2019-08-20T03:33:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Daily,4 or more,NA,I don't want to cook,NA,I don't have any groceries,I don't have the time to cook,NA,Pizza,NA,Neither satisfied nor dissatisfied,Mobile app on smartphone,NA,Delivery time,NA,Delivery price,NA,NA,NA,NA,NA,24,TrumanHarvey@outlook.com
2019-08-14T00:00:00Z,2019-08-14T07:59:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a week,2,NA,I don't want to cook,NA,NA,I don't have the time to cook,NA,Pizza,NA,Somewhat satisfied,Mobile app on smartphone,NA,Delivery time,NA,NA,NA,NA,NA,NA,NA,1,SchleyJacobson@hotmail.com
2019-08-16T00:00:00Z,2019-08-16T05:21:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-3 times a month,1,NA,NA,NA,NA,I don't have the time to cook,NA,Burgers,NA,Somewhat satisfied,Mobile app on smartphone,NA,Delivery time,NA,NA,NA,NA,NA,NA,NA,1,Dr.TroyKassulkeSr.@hotmail.com
2019-08-21T00:00:00Z,2019-08-21T00:03:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a week,2,NA,NA,NA,NA,I don't have the time to cook,Other:,Pizza,NA,Somewhat dissatisfied,Other:,NA,NA,NA,Delivery price,NA,NA,NA,NA,NA,1,RoeTillman@outlook.com
2019-08-20T00:00:00Z,2019-08-20T00:31:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a week,2,NA,NA,NA,NA,I don't have the time to cook,NA,Indian,NA,Extremely satisfied,Mobile app on smartphone,NA,Delivery time,NA,NA,Food packaging,Courier service,NA,NA,NA,6,ArnieFisher@outlook.com
2019-08-13T00:00:00Z,2019-08-13T07:00:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-3 times a month,1,NA,I don't want to cook,NA,NA,NA,NA,Pizza,NA,Neither satisfied nor dissatisfied,Mobile app on smartphone,NA,Delivery time,NA,Delivery price,NA,NA,NA,NA,NA,1,AdamsMayert@gmail.com
2019-08-24T00:00:00Z,2019-08-24T08:14:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a month or less,0,NA,I don't want to cook,NA,NA,I don't have the time to cook,NA,Sushi,NA,Somewhat satisfied,Mobile app on smartphone,NA,NA,Food temperature,NA,NA,NA,NA,NA,NA,1,WebsterKoss@me.com
2019-08-21T00:00:00Z,2019-08-21T03:59:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-3 times a month,1,NA,NA,NA,NA,NA,NA,Thai,NA,Somewhat satisfied,Mobile app on smartphone,NA,NA,NA,NA,NA,Courier service,NA,NA,NA,10,NorbertHartmann@yahoo.com
2019-08-13T00:00:00Z,2019-08-13T05:49:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a week,2,I'm ordering for a group,NA,NA,NA,NA,NA,American,NA,Neither satisfied nor dissatisfied,Mobile app on smartphone,NA,Delivery time,NA,Delivery price,NA,NA,NA,NA,NA,1,WeldonDach@hotmail.com
2019-08-15T00:00:00Z,2019-08-15T01:10:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a week,2,NA,NA,NA,NA,I don't have the time to cook,NA,Mexican,NA,Somewhat satisfied,Web browser on desktop or laptop,NA,NA,Food temperature,Delivery price,NA,NA,NA,NA,NA,5,EolaDonnelly-Boyer@outlook.com
2019-08-19T00:00:00Z,2019-08-19T03:48:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a week,2,I'm ordering for a group,I don't want to cook,NA,NA,NA,NA,Pizza,NA,Neither satisfied nor dissatisfied,Mobile app on smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,BritnyTurner@hotmail.com
2019-08-18T00:00:00Z,2019-08-18T08:17:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-6 times a week,3,I'm ordering for a group,NA,NA,I don't have any groceries,I don't have the time to cook,NA,Italian,NA,Somewhat dissatisfied,Mobile app on smartphone,NA,Delivery time,Food temperature,NA,NA,NA,NA,NA,NA,1,MahalieJacobi@me.com
2019-08-24T00:00:00Z,2019-08-24T01:59:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-6 times a week,3,NA,NA,NA,NA,I don't have the time to cook,NA,Burgers,NA,Somewhat satisfied,Mobile app on smartphone,NA,Delivery time,NA,Delivery price,NA,NA,NA,NA,NA,1,Dr.NealyLind@gmail.com
2019-08-15T00:00:00Z,2019-08-15T07:27:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Daily,4 or more,NA,I don't want to cook,NA,NA,NA,NA,Mexican,NA,Somewhat dissatisfied,Mobile app on smartphone,NA,NA,Food temperature,NA,NA,NA,NA,NA,NA,5,MeyerJacobson-Lebsack@gmail.com
2019-08-18T00:00:00Z,2019-08-18T05:40:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a week,2,NA,NA,NA,NA,NA,NA,American,NA,Somewhat satisfied,Mobile app on smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,ManieCassin@yahoo.com
2019-08-18T00:00:00Z,2019-08-18T04:38:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a week,2,I'm ordering for a group,I don't want to cook,NA,NA,I don't have the time to cook,NA,Burgers,NA,Somewhat satisfied,Mobile app on smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,LolitaTromp@me.com
2019-08-21T00:00:00Z,2019-08-21T00:08:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a month or less,0,NA,NA,NA,NA,I don't have the time to cook,NA,Burgers,NA,Somewhat satisfied,Other:,NA,Delivery time,NA,Delivery price,NA,NA,NA,NA,NA,5,GeoffreyChamplin@yahoo.com
2019-08-16T00:00:00Z,2019-08-16T03:10:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a week,2,NA,NA,NA,NA,I don't have the time to cook,NA,Thai,NA,Neither satisfied nor dissatisfied,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,AlmiraLindgren@outlook.com
2019-08-17T00:00:00Z,2019-08-17T02:14:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a week,2,NA,NA,NA,NA,I don't have the time to cook,NA,Burgers,NA,Somewhat satisfied,Mobile app on smartphone,NA,NA,NA,NA,NA,NA,Other:,NA,NA,5,TambraWard@gmail.com
2019-08-20T00:00:00Z,2019-08-20T00:28:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-3 times a month,1,I'm ordering for a group,NA,NA,NA,I don't have the time to cook,NA,Pizza,NA,Neither satisfied nor dissatisfied,Mobile app on smartphone,NA,Delivery time,NA,NA,NA,NA,NA,NA,NA,1,Dr.JeremyRauDDS@gmail.com
2019-08-22T00:00:00Z,2019-08-22T03:51:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a week,2,I'm ordering for a group,NA,NA,NA,I don't have the time to cook,Other:,Sushi,NA,Extremely satisfied,Mobile app on smartphone,NA,NA,NA,NA,Food packaging,Courier service,NA,NA,NA,6,JericaQuigley@yahoo.com
2019-08-19T00:00:00Z,2019-08-19T00:22:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-6 times a week,3,NA,NA,NA,NA,NA,NA,Indian,NA,Somewhat satisfied,Mobile app on smartphone,NA,NA,NA,Delivery price,Food packaging,NA,NA,NA,NA,14,KelleeHahn@outlook.com
2019-08-14T00:00:00Z,2019-08-14T00:28:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a week,2,NA,NA,NA,NA,I don't have the time to cook,NA,Pizza,NA,Somewhat satisfied,Mobile app on smartphone,NA,NA,NA,Delivery price,Food packaging,NA,NA,NA,NA,5,Mr.DenzelSchuppePhD@yahoo.com
2019-08-22T00:00:00Z,2019-08-22T06:36:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a month or less,0,NA,I don't want to cook,NA,NA,NA,NA,Pizza,NA,Neither satisfied nor dissatisfied,Mobile app on smartphone,NA,Delivery time,NA,Delivery price,NA,Courier service,NA,NA,NA,1,AdahKeeling@yahoo.com
2019-08-21T00:00:00Z,2019-08-21T04:20:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-6 times a week,3,NA,NA,NA,NA,NA,NA,Pizza,NA,Neither satisfied nor dissatisfied,Mobile app on smartphone,NA,NA,NA,Delivery price,NA,NA,NA,NA,NA,6,Dr.DontaeWeissnatMD@outlook.com
2019-08-23T00:00:00Z,2019-08-23T00:32:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-6 times a week,3,I'm ordering for a group,NA,NA,NA,NA,NA,Chinese,NA,Somewhat dissatisfied,Mobile app on smartphone,NA,Delivery time,NA,NA,NA,NA,NA,NA,NA,12,RicardoCummings@outlook.com
2019-08-16T00:00:00Z,2019-08-16T04:26:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-3 times a month,1,NA,I don't want to cook,NA,NA,NA,NA,American,NA,Somewhat satisfied,Phone call,NA,NA,NA,NA,NA,NA,Other:,NA,NA,24,BodeNader@hotmail.com
2019-08-23T00:00:00Z,2019-08-23T03:13:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a week,2,NA,NA,NA,NA,NA,NA,Mexican,NA,Neither satisfied nor dissatisfied,Mobile app on smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WillieFeeney@gmail.com
2019-08-14T00:00:00Z,2019-08-14T04:43:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a week,2,NA,NA,NA,NA,I don't have the time to cook,NA,Pizza,NA,Somewhat dissatisfied,Mobile app on smartphone,NA,NA,NA,Delivery price,NA,Courier service,NA,NA,NA,5,ArvelFadel@outlook.com
2019-08-23T00:00:00Z,2019-08-23T07:42:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-6 times a week,3,NA,NA,NA,NA,I don't have the time to cook,NA,Burgers,NA,Somewhat satisfied,Mobile app on smartphone,NA,Delivery time,NA,NA,NA,NA,NA,NA,NA,1,KaneOkuneva@outlook.com
2019-08-23T00:00:00Z,2019-08-23T04:28:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-6 times a week,3,NA,NA,NA,NA,NA,NA,Burgers,NA,Somewhat dissatisfied,Mobile app on smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,StaciaBecker@gmail.com
2019-08-20T00:00:00Z,2019-08-20T04:21:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a week,2,I'm ordering for a group,NA,I want a specific meal or item,NA,I don't have the time to cook,NA,Burgers,NA,Somewhat satisfied,Mobile app on smartphone,NA,Delivery time,NA,NA,NA,NA,NA,NA,NA,24,Mr.QuintPollichMD@hotmail.com
2019-08-15T00:00:00Z,2019-08-15T02:48:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a month or less,0,I'm ordering for a group,NA,NA,NA,NA,NA,Pizza,NA,Somewhat dissatisfied,Mobile app on smartphone,NA,Delivery time,NA,Delivery price,NA,NA,NA,NA,NA,1,BrileyBernhard@me.com
2019-08-20T00:00:00Z,2019-08-20T01:43:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a week,2,I'm ordering for a group,NA,NA,NA,I don't have the time to cook,NA,Italian,NA,Neither satisfied nor dissatisfied,Mobile app on smartphone,NA,Delivery time,NA,NA,NA,NA,NA,NA,NA,10,MonicaShanahan@gmail.com
2019-08-23T00:00:00Z,2019-08-23T03:42:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-6 times a week,3,I'm ordering for a group,I don't want to cook,NA,NA,I don't have the time to cook,NA,Indian,NA,Somewhat satisfied,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,HosteenGraham-Hirthe@outlook.com
2019-08-24T00:00:00Z,2019-08-24T03:17:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-6 times a week,3,I'm ordering for a group,I don't want to cook,NA,NA,NA,NA,Indian,NA,Somewhat satisfied,Web browser on desktop or laptop,NA,NA,NA,Delivery price,NA,NA,NA,NA,NA,5,ReddenBuckridge@yahoo.com
2019-08-13T00:00:00Z,2019-08-13T05:52:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-3 times a month,1,NA,NA,NA,I don't have any groceries,I don't have the time to cook,NA,Pizza,NA,Somewhat satisfied,Mobile app on smartphone,NA,Delivery time,NA,NA,Food packaging,NA,NA,NA,NA,5,DeyaniraBreitenberg@gmail.com
2019-08-22T00:00:00Z,2019-08-22T06:46:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-3 times a month,1,NA,NA,NA,I don't have any groceries,NA,NA,Thai,NA,Neither satisfied nor dissatisfied,Mobile app on smartphone,NA,NA,Food temperature,NA,NA,NA,NA,NA,NA,24,JalonMedhurst@yahoo.com
2019-08-18T00:00:00Z,2019-08-18T07:43:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-3 times a month,1,NA,NA,NA,NA,I don't have the time to cook,NA,Thai,NA,Somewhat dissatisfied,Phone call,NA,NA,NA,Delivery price,NA,NA,NA,NA,NA,1,BrennaMuller@hotmail.com
2019-08-16T00:00:00Z,2019-08-16T01:45:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a month or less,0,I'm ordering for a group,NA,NA,NA,NA,NA,Pizza,NA,Neither satisfied nor dissatisfied,Mobile app on smartphone,NA,Delivery time,Food temperature,NA,NA,NA,NA,NA,NA,1,AmadoKing@me.com
2019-08-21T00:00:00Z,2019-08-21T04:52:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a week,2,I'm ordering for a group,NA,NA,NA,I don't have the time to cook,NA,Thai,NA,Neither satisfied nor dissatisfied,Mobile app on smartphone,NA,Delivery time,NA,Delivery price,NA,NA,NA,NA,NA,12,Mr.DakodaJaskolski@yahoo.com
2019-08-14T00:00:00Z,2019-08-14T03:30:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a week,2,NA,NA,NA,I don't have any groceries,I don't have the time to cook,Other:,Pizza,NA,Extremely satisfied,Mobile app on smartphone,NA,NA,NA,Delivery price,NA,NA,NA,NA,NA,1,Mr.FountAndersonDVM@gmail.com
2019-08-22T00:00:00Z,2019-08-22T06:31:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a month or less,0,NA,NA,NA,NA,NA,NA,Pizza,NA,Somewhat satisfied,Mobile app on smartphone,NA,NA,Food temperature,NA,NA,Courier service,NA,NA,NA,5,Dr.JaheemToy@me.com
2019-08-21T00:00:00Z,2019-08-21T02:18:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a week,2,NA,I don't want to cook,NA,NA,NA,NA,Burgers,NA,Neither satisfied nor dissatisfied,Mobile app on smartphone,NA,NA,NA,NA,Food packaging,NA,NA,NA,NA,6,CraigBuckridge@yahoo.com
2019-08-16T00:00:00Z,2019-08-16T05:21:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-6 times a week,3,NA,I don't want to cook,NA,NA,I don't have the time to cook,NA,Mexican,NA,Neither satisfied nor dissatisfied,Mobile app on smartphone,NA,NA,Food temperature,NA,NA,NA,NA,NA,NA,24,TristinMitchell@hotmail.com
2019-08-19T00:00:00Z,2019-08-19T02:07:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a week,2,NA,I don't want to cook,NA,NA,I don't have the time to cook,NA,Italian,NA,Neither satisfied nor dissatisfied,Mobile app on smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,ColonelGleichner@yahoo.com
2019-08-14T00:00:00Z,2019-08-14T00:11:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a week,2,I'm ordering for a group,I don't want to cook,NA,NA,NA,NA,Pizza,NA,Somewhat satisfied,Mobile app on smartphone,NA,NA,NA,Delivery price,NA,Courier service,NA,NA,NA,24,Ms.SableBrown@gmail.com
2019-08-20T00:00:00Z,2019-08-20T08:07:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a week,2,NA,NA,NA,I don't have any groceries,I don't have the time to cook,NA,Burgers,NA,Somewhat satisfied,Mobile app on smartphone,NA,Delivery time,NA,NA,NA,NA,NA,NA,NA,1,Dr.TravonWindlerDVM@hotmail.com
2019-08-15T00:00:00Z,2019-08-15T04:00:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-6 times a week,3,I'm ordering for a group,I don't want to cook,NA,NA,I don't have the time to cook,NA,Pizza,NA,Somewhat satisfied,Mobile app on smartphone,NA,Delivery time,NA,Delivery price,NA,Courier service,NA,NA,NA,5,AminaRauPhD@hotmail.com
2019-08-21T00:00:00Z,2019-08-21T07:37:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-6 times a week,3,NA,I don't want to cook,NA,NA,I don't have the time to cook,NA,American,NA,Extremely satisfied,Mobile app on smartphone,NA,NA,Food temperature,NA,NA,NA,Other:,NA,NA,1,JosephRolfson@me.com
2019-08-18T00:00:00Z,2019-08-18T01:06:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a month or less,0,I'm ordering for a group,NA,NA,NA,I don't have the time to cook,Other:,Mexican,NA,Somewhat satisfied,Mobile app on smartphone,NA,NA,NA,Delivery price,NA,NA,NA,NA,NA,14,Mr.JeffreyLangosh@gmail.com
2019-08-14T00:00:00Z,2019-08-14T01:37:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-6 times a week,3,I'm ordering for a group,I don't want to cook,NA,NA,NA,NA,Mexican,NA,Somewhat satisfied,Web browser on desktop or laptop,NA,NA,NA,Delivery price,NA,NA,Other:,NA,NA,1,Mrs.AubreyHerzogPhD@outlook.com
2019-08-24T00:00:00Z,2019-08-24T03:28:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Daily,4 or more,NA,I don't want to cook,NA,NA,I don't have the time to cook,NA,Burgers,NA,Somewhat satisfied,Web browser on desktop or laptop,NA,Delivery time,NA,NA,NA,NA,NA,NA,NA,5,Mr.BurleyMacejkovicMD@me.com
2019-08-17T00:00:00Z,2019-08-17T01:17:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-3 times a month,1,I'm ordering for a group,I don't want to cook,NA,NA,I don't have the time to cook,NA,American,NA,Extremely satisfied,Web browser on desktop or laptop,NA,Delivery time,NA,Delivery price,NA,NA,NA,NA,NA,1,ClaranceHackett@gmail.com
2019-08-18T00:00:00Z,2019-08-18T05:18:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-3 times a month,1,NA,I don't want to cook,NA,NA,I don't have the time to cook,NA,Sushi,NA,Extremely dissatisfied,Web browser on desktop or laptop,NA,NA,Food temperature,NA,NA,NA,NA,NA,NA,10,TavarisConsidine@hotmail.com
2019-08-13T00:00:00Z,2019-08-13T02:35:00Z,IP Address,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Daily,4 or more,NA,NA,NA,NA,I don't have the time to cook,NA,Pizza,NA,Somewhat satisfied,Mobile app on smartphone,NA,NA,NA,Delivery price,NA,NA,NA,NA,NA,14,GaylordQuitzonII@outlook.com
